ID	Phylogeny	Species
EU021233	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 399
EU021236	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 406
EU021237	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 103
EU021241	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 888
EU021243	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 120
EU021244	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 1155
EU025026	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix	Leucothrix mucor
EU035887	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
EU037315	Bacteria;NB1-j;;;;	uncultured bacterium
EU043729	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;;	uncultured bacterium
EU048624	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU050757	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured	uncultured Alphaproteobacteria bacterium
EU050849	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured delta proteobacterium
EU050850	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
EU050853	Bacteria;NB1-j;;;;	uncultured delta proteobacterium
EU050854	Bacteria;RCP2-54;;;;	uncultured delta proteobacterium
EU050855	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured delta proteobacterium
EU050856	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured delta proteobacterium
EU050857	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured delta proteobacterium
EU050859	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	uncultured delta proteobacterium
EU050860	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa	uncultured delta proteobacterium
EU050927	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;;uncultured	uncultured bacterium
EU050932	Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;	uncultured bacterium
EU079124	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Endotrypanum	Leptomonas cf. podlipaevi
EU079126	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;	Crithidia abscondita
EU079128	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Blastocrithidia	Blastocrithidia miridarum
EU079129	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;	Angomonas deanei
EU083799	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria annulata
EU083804	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sergenti
EU095837	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma cascavelli
EU095838	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 910
EU095839	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 1052
EU107481	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured Leucothrix sp.
EU109716	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. Coco
EU132465	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;;uncultured	uncultured bacterium
EU132535	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;;uncultured	uncultured bacterium
EU132981	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
EU133003	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
EU133018	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
EU133426	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia	uncultured bacterium
EU133815	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;uncultured	uncultured bacterium
EU133950	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
EU133951	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
EU134024	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
EU134031	Bacteria;Chloroflexi;Anaerolineae;SBR1031;;	uncultured bacterium
EU134327	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
EU134333	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU134339	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured bacterium
EU134366	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured bacterium
EU134374	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;;uncultured	uncultured bacterium
EU134377	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
EU134414	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	uncultured bacterium
EU134418	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
EU134419	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
EU134461	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU134473	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU134477	Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium	uncultured bacterium
EU134478	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
EU134492	Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;	uncultured bacterium
EU134500	Bacteria;Myxococcota;Polyangia;FFCH16767;;	uncultured bacterium
EU134502	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
EU134511	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
EU134521	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
EU134534	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
EU134535	Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium	uncultured bacterium
EU134536	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU134540	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured bacterium
EU134552	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU134565	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
EU134571	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
EU134574	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
EU158271	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus sp. HBUM 90023
EU158276	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus sp. HBUM 92012
EU158277	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus sp. HBUM 91089
EU158295	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus sp. HBUM 90016
EU234198	Bacteria;NB1-j;;;;	uncultured bacterium
EU234229	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
EU234232	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
EU236304	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured bacterium
EU236349	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;uncultured	uncultured bacterium
EU236384	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster	uncultured bacterium
EU236399	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	uncultured bacterium
EU236409	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group	uncultured bacterium
EU236418	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
EU237340	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
EU244054	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Youngiibacter	uncultured bacterium
EU245075	Bacteria;Margulisbacteria;;;;	uncultured organism
EU245218	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured organism
EU262997	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Corallococcus macrosporus
EU262999	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus	Corallococcus coralloides
EU263003	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus	Corallococcus coralloides
EU265784	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
EU265791	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
EU266840	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured Geobacter sp.
EU266841	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured Geobacter sp.
EU266858	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfovirga	uncultured Syntrophaceae bacterium
EU266903	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
EU267075	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 660
EU268094	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
EU268121	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
EU274472	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sinensis
EU283356	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured gamma proteobacterium
EU283398	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured delta proteobacterium
EU287097	Bacteria;NB1-j;;;;	uncultured bacterium
EU287128	Bacteria;NB1-j;;;;	uncultured bacterium
EU287129	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
EU287243	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	uncultured bacterium
EU290705	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured bacterium
EU307096	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
EU307097	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
EU328012	Bacteria;Desulfobacterota;Desulfuromonadia;;;	uncultured Pelobacter sp.
EU334516	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
EU334524	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	uncultured bacterium
EU335154	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
EU335191	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea	uncultured bacterium
EU335420	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-3	uncultured bacterium
EU340182	Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;;	uncultured bacterium
EU358727	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Guggenheimella;	uncultured bacterium
EU360306	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
EU369168	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter	uncultured bacterium
EU373907	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured delta proteobacterium
EU373913	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
EU373914	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
EU373915	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
EU374097	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;;uncultured	uncultured actinobacterium
EU375199	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured actinobacterium
EU376016	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. sable antelope/2005
EU385702	Bacteria;Actinobacteriota;Coriobacteriia;;;FS118-23B-02	uncultured bacterium
EU386020	Bacteria;Sva0485;;;;	uncultured bacterium
EU386045	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU386047	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured bacterium
EU386119	Bacteria;Desulfobacterota;Incertae Sedis;;;	uncultured bacterium
EU399668	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
EU430238	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hepatozoon	Hepatozoon sp. 539
EU438183	Bacteria;NB1-j;;;;	uncultured bacterium
EU451218	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	uncultured bacterium
EU451619	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	uncultured bacterium
EU452597	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	uncultured bacterium
EU453007	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	uncultured bacterium
EU453843	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	uncultured bacterium
EU464938	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	uncultured bacterium
EU469450	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	uncultured bacterium
EU469632	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	uncultured bacterium
EU473463	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1	uncultured bacterium
EU474249	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	uncultured bacterium
EU477537	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma vivax
EU487942	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
EU488457	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
EU488464	Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;;	uncultured bacterium
EU491111	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	uncultured bacterium
EU491181	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU491212	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
EU491229	Bacteria;NB1-j;;;;	uncultured bacterium
EU491252	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU491257	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU491262	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU491265	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU491289	Bacteria;NB1-j;;;;	uncultured bacterium
EU491325	Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;;	uncultured bacterium
EU491368	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
EU491472	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
EU491625	Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;	uncultured bacterium
EU491720	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	uncultured bacterium
EU491734	Bacteria;NB1-j;;;;	uncultured bacterium
EU491803	Bacteria;NB1-j;;;;	uncultured bacterium
EU491827	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
EU491873	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured	uncultured bacterium
EU491882	Bacteria;NB1-j;;;;	uncultured bacterium
EU491889	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
EU504990	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	uncultured bacterium
EU517556	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Youngiibacter	Clostridiaceae bacterium enrichment culture clone 16-8G
EU522632	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
EU522634	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured Syntrophaceae bacterium
EU522635	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
EU522641	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	uncultured Desulfuromonadaceae bacterium
EU523111	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella	Advenella mimigardefordensis
EU528218	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas	uncultured bacterium
EU528262	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	uncultured bacterium
EU542426	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
EU542431	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
EU542438	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
EU542446	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulforhabdus	uncultured bacterium
EU542518	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
EU570896	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;uncultured	uncultured bacterium
EU589307	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured soil bacterium
EU591636	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
EU592481	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured bacterium
EU592516	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
EU596252	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 610
EU596255	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. 1120
EU617749	Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;;	uncultured bacterium
EU617830	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured bacterium
EU617848	Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;uncultured	uncultured bacterium
EU617849	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
EU642514	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia caballi
EU644115	Bacteria;Actinobacteriota;WCHB1-81;;;	uncultured bacterium
EU644120	Bacteria;Actinobacteriota;WCHB1-81;;;	uncultured bacterium
EU644229	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
